URL,Category,Type of ad,Reference,Make,Model,Status,Power,Front Tire Dimension,Front Tire Wear,Rear Tire Wear,Spare Parts Availability,Price (excl. VAT),Displayed Price,Reference Price,Reference Currency,VAT Info,Dealer,Location,Phone Number,Comments
https://www.agriaffaires.co.uk/used/farm-tractor/45114079/fendt-828-profi-plus.html,Farm Tractors,For sale / Offers,,Fendt,828 PROFI PLUS,Used - very good condition,280,600/70 30,N/A,100% (New tyre),N/A,,"95,000
                            
                                    95,000 ££ ",95000,GBP,,Redlynch Agricultural Engineering,"Mr.
                paul cooke",27e4dfec5259358ee33da566b951c89KCs0NCkgMDc4MTAyMDg5ODI=,
https://www.agriaffaires.co.uk/used/farm-tractor/45129479/john-deere-7r-330.html,Farm Tractors,For sale / Offers,,John Deere,7R 330,Used - Not indicated,330,600/65R34 710/75R42,N/A,N/A,N/A,,"194,950
                            
                                    194,950 ££ ",194950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45264037/john-deere-6100m.html,Farm Tractors,For sale / Offers,,John Deere,6100M,Used - Not indicated,120,460/85R38 420/85R24,N/A,N/A,N/A,,"58,950
                            
                                    58,950 ££ ",58950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44424528/john-deere-6r185.html,Farm Tractors,For sale / Offers,91096431,John Deere,6R185,Used - very good condition,185,,N/A,N/A,N/A,,"130,000
                            
                                    130,000 ££ ",130000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45374223/john-deere-6r-250.html,Farm Tractors,For sale / Offers,,John Deere,6R 250,Used - Not indicated,250,710/70R42 600/70R30,N/A,N/A,N/A,,"159,950
                            
                                    159,950 ££ ",159950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44965367/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,540/65R28 650/65R38,N/A,N/A,N/A,,"87,950
                            
                                    87,950 ££ ",87950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44964777/john-deere-6155m.html,Farm Tractors,For sale / Offers,,John Deere,6155M,Used - Not indicated,155,"NEW 540/65R28, 650/65R38",N/A,N/A,N/A,,"69,950
                            
                                    69,950 ££ ",69950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44212306/john-deere-6175r.html,Farm Tractors,For sale / Offers,,John Deere,6175R,Used - Not indicated,175,420/85R30 480/80R46,N/A,N/A,N/A,,"56,750
                            
                                    56,750 ££ ",56750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45027072/john-deere-6r-185.html,Farm Tractors,For sale / Offers,,John Deere,6R 185,Used - Not indicated,185,540/65R30 650/65R42,N/A,N/A,N/A,,"119,950
                            
                                    119,950 ££ ",119950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44911414/john-deere-6r155.html,Farm Tractors,For sale / Offers,B1025715,John Deere,6R155,Used - very good condition,155,,N/A,N/A,N/A,,"  ",,,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44906855/john-deere-2040s.html,Farm Tractors,For sale / Offers,19760,John Deere,2040S,Used - good condition,,,N/A,N/A,N/A,,"  ",,,,Graham Holland LTD,"Mr.
                Frank Holland",50c9d2da210b77e08eb6981e8c6bb12KCs0NCkgMDE5MzU4NDEzMDc=,
https://www.agriaffaires.co.uk/used/farm-tractor/44668443/fendt-mt-943.html,Farm Tractors,For sale / Offers,Fendt MT 943,Fendt,MT 943,Used - good condition,,,60%,60%,N/A,,"165,000
                            
                                    165,000 ££ ",165000,GBP,,B&B Tractors,"Mrs
                Lauren Cope",2b7265eaf1cda18ab8f8919f723e85bKCs0NCkgNzQ4MzEyMjE5Nw==,
https://www.agriaffaires.co.uk/used/farm-tractor/44660869/john-deere-6r-185.html,Farm Tractors,For sale / Offers,,John Deere,6R 185,Used - Not indicated,185,650/65R42 540/65r30,N/A,N/A,N/A,,"131,750
                            
                                    131,750 ££ ",131750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44501997/john-deere-6195r.html,Farm Tractors,For sale / Offers,,John Deere,6195R,Used - Not indicated,195,650/85R38 600/65R30.,N/A,N/A,N/A,,"64,950
                            
                                    64,950 ££ ",64950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/new/farm-tractor/44931495/john-deere-3038e.html,Farm Tractors,For sale / Offers,41045913,John Deere,3038E,new,0,,,,N/A,,"  ",,,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/44786395/john-deere-6r-215.html,Farm Tractors,For sale / Offers,,John Deere,6R 215,Used - Not indicated,215,600/70R28 710/70R42,N/A,N/A,N/A,,"147,500
                            
                                    147,500 ££ ",147500,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45213049/john-deere-6155r.html,Farm Tractors,For sale / Offers,81095876,John Deere,6155R,Used - good condition,155,,N/A,N/A,N/A,,"50,000
                            
                                    50,000 ££ ",50000,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44931596/john-deere-8rx410.html,Farm Tractors,For sale / Offers,91095761,John Deere,8RX410,Used - very good condition,410,,N/A,N/A,N/A,,"197,500
                            
                                    197,500 ££ ",197500,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44557032/john-deere-8370r.html,Farm Tractors,For sale / Offers,,John Deere,8370R,Used - Not indicated,370,800/70R38 600/70R30,N/A,N/A,N/A,,"149,950
                            
                                    149,950 ££ ",149950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44911416/john-deere-6r130.html,Farm Tractors,For sale / Offers,B1025720,John Deere,6R130,Used - very good condition,130,,N/A,N/A,N/A,,"107,000
                            
                                    107,000 ££ ",107000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45112726/john-deere-6r155.html,Farm Tractors,For sale / Offers,11091168,John Deere,6R155,Used - Not indicated,155,,N/A,N/A,N/A,,"122,500
                            
                                    122,500 ££ ",122500,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44758373/john-deere-6r-215.html,Farm Tractors,For sale / Offers,,John Deere,6R 215,Used - Not indicated,215,600/70R28 710/70R42,N/A,N/A,N/A,,"134,750
                            
                                    134,750 ££ ",134750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45112725/john-deere-6r185.html,Farm Tractors,For sale / Offers,11091167,John Deere,6R185,Used - Not indicated,185,,N/A,N/A,N/A,,"127,000
                            
                                    127,000 ££ ",127000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45080269/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,520/85R38 480/70R28,N/A,N/A,N/A,,"65,750
                            
                                    65,750 ££ ",65750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44801807/john-deere-7r330.html,Farm Tractors,For sale / Offers,91096458,John Deere,7R330,Used - very good condition,330,,N/A,N/A,N/A,,"220,000
                            
                                    220,000 ££ ",220000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/43562283/john-deere-6155r.html,Farm Tractors,For sale / Offers,91040271,John Deere,6155R,Used - Not indicated,,,N/A,N/A,N/A,,"95,000
                            
                                    95,000 ££ ",95000,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/45198542/deutz-fahr-7250.html,Farm Tractors,For sale / Offers,B1100172,Deutz-Fahr,7250,Used - average condition,230,,N/A,N/A,N/A,,"46,500
                            
                                    46,500 ££ ",46500,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/45294751/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,650/65R42 540/65R30,N/A,N/A,N/A,,"54,950
                            
                                    54,950 ££ ",54950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44714744/john-deere-6r-215.html,Farm Tractors,For sale / Offers,,John Deere,6R 215,Used - Not indicated,215,Michelin MachXbib 600/70R28 710/70R42,N/A,N/A,N/A,,"149,950
                            
                                    149,950 ££ ",149950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45392083/case-ih-7240-tractor.html,Farm Tractors,For sale / Offers,3516,Case IH,7240 Tractor,Used - Not indicated,,,N/A,N/A,N/A,,"  ",,,,J R FIRBY LTD,"Mr.
                Richard FIRBY",5f9f05aefe7925db378c7969a8933f1KCs0NCkgMDE2NTM2Mjg2MTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/45326905/john-deere-6175r.html,Farm Tractors,For sale / Offers,,John Deere,6175R,Used - Not indicated,175,600/70R28 650/85R38,N/A,N/A,N/A,,"  ",,,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45395071/valtra-900.html,Farm Tractors,For sale / Offers,TI00382B,Valtra,900,Used - good condition,90,,N/A,N/A,N/A,,"12,000
                            
                                    12,000 ££ ",12000,GBP,,CHANDLERS (FARM EQUIPMENT) LTD,Gavin PELL,6ed66cd381e6ddd6a17ccdecfca5830KCs0NCkgMDE0NzY1OTAwNzc=,
https://www.agriaffaires.co.uk/used/farm-tractor/44769345/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,540/65R28 650/65R38,N/A,N/A,N/A,,"92,750
                            
                                    92,750 ££ ",92750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44747434/massey-ferguson-7726s.html,Farm Tractors,For sale / Offers,B1083851,Massey Ferguson,7726S,Used - very good condition,260,600/60R30,60%,60%,N/A,,"69,500
                            
                                    69,500 ££ ",69500,GBP,,Carrs Billington Agriculture,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45038579/john-deere-6175r.html,Farm Tractors,For sale / Offers,,John Deere,6175R,Used - Not indicated,175,650/85R38 600/70R28,N/A,N/A,N/A,,"84,950
                            
                                    84,950 ££ ",84950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45298048/john-deere-8370r.html,Farm Tractors,For sale / Offers,91100349,John Deere,8370R,Used - good condition,370,,N/A,N/A,N/A,,"112,000
                            
                                    112,000 ££ ",112000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44467165/john-deere-6175r.html,Farm Tractors,For sale / Offers,,John Deere,6175R,Used - Not indicated,175,420/85R30 520/85R42,N/A,N/A,N/A,,"79,950
                            
                                    79,950 ££ ",79950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44891453/john-deere-7290r.html,Farm Tractors,For sale / Offers,,John Deere,7290R,Used - Not indicated,290,600/65R34 710/75R42,N/A,N/A,N/A,,"119,950
                            
                                    119,950 ££ ",119950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45350963/john-deere-6170m.html,Farm Tractors,For sale / Offers,,John Deere,6170M,Used - Not indicated,170,650/75R38 600/65R28,N/A,N/A,N/A,,"57,950
                            
                                    57,950 ££ ",57950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45292940/new-holland-t6050.html,Farm Tractors,For sale / Offers,T5378,New Holland,T6050,Used - very good condition,125,480/65x28,60%,60%,N/A,,"35,500
                            
                                    35,500 ££ ",35500,GBP,,Michael Burdge Ltd,Michael BURDGE,661d26ffcdc277c67bdaeb221f6d3d4KCs0NCkgMTkzNDgzODM4NQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45012615/john-deere-6r155.html,Farm Tractors,For sale / Offers,11093697,John Deere,6R155,Used - Not indicated,155,,N/A,N/A,N/A,,"121,500
                            
                                    121,500 ££ ",121500,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45076422/massey-ferguson-6475-dyna-6.html,Farm Tractors,For sale / Offers,,Massey Ferguson,6475 DYNA 6,Used - very good condition,,,30%,30%,N/A,,"  ",,,,CAM TRAC LTD,"Mr.
                ciaran campbell",6e7b470f4a9dc79c45b3e15aaf55cf3KCs0NCkgMDc3ODk2ODc1ODg=,
https://www.agriaffaires.co.uk/used/farm-tractor/45258042/john-deere-6155r.html,Farm Tractors,For sale / Offers,23278,John Deere,6155R,Used - very good condition,,,0% (Smooth tyre),N/A,N/A,,"76,500
                            
                                    76,500 ££ ",76500,GBP,,Oakfields Ag,"Mr.
                Terry Brock",40bd3e74ac338889e19a0057bee4f32KCs0NCkgMTc2Mzc4MDQ0MA==,
https://www.agriaffaires.co.uk/used/farm-tractor/44891463/john-deere-6r-215.html,Farm Tractors,For sale / Offers,,John Deere,6R 215,Used - Not indicated,215,600/70R28 650/85R38,N/A,N/A,N/A,,"149,950
                            
                                    149,950 ££ ",149950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44931592/john-deere-8r410.html,Farm Tractors,For sale / Offers,81096463,John Deere,8R410,Used - very good condition,410,,N/A,N/A,N/A,,"230,000
                            
                                    230,000 ££ ",230000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44786391/john-deere-6r-155.html,Farm Tractors,For sale / Offers,,John Deere,6R 155,Used - Not indicated,155,540/65R30 650/65R42,N/A,N/A,N/A,,"119,950
                            
                                    119,950 ££ ",119950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44774020/john-deere-6175r.html,Farm Tractors,For sale / Offers,71090789,John Deere,6175R,Used - very good condition,175,,N/A,N/A,N/A,,"75,000
                            
                                    75,000 ££ ",75000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44713276/valtra-t175.html,Farm Tractors,For sale / Offers,Valtra T175 Active,Valtra,t175,Used - very good condition,,,95%,95%,N/A,,"94,750
                            
                                    94,750 ££ ",94750,GBP,,B&B Tractors,"Mrs
                Lauren Cope",2b7265eaf1cda18ab8f8919f723e85bKCs0NCkgNzQ4MzEyMjE5Nw==,
https://www.agriaffaires.co.uk/used/farm-tractor/45381093/john-deere-6r-185.html,Farm Tractors,For sale / Offers,,John Deere,6R 185,Used - Not indicated,185,600/65R38 480/65R28,N/A,N/A,N/A,,"  ",,,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44943058/john-deere-6r-155.html,Farm Tractors,For sale / Offers,,John Deere,6R 155,Used - Not indicated,155,710/60R42 600/60R30,N/A,N/A,N/A,,"119,950
                            
                                    119,950 ££ ",119950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45350966/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,650/65R38 540/65R28,N/A,N/A,N/A,,"62,950
                            
                                    62,950 ££ ",62950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44696225/john-deere-6r-215.html,Farm Tractors,For sale / Offers,,John Deere,6R 215,Used - Not indicated,215,650/65R42 600/65R28,N/A,N/A,N/A,,"154,950
                            
                                    154,950 ££ ",154950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44831119/john-deere-6175r.html,Farm Tractors,For sale / Offers,,John Deere,6175R,Used - Not indicated,175,540/65R30 650/65R42,N/A,N/A,N/A,,"84,750
                            
                                    84,750 ££ ",84750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45112730/john-deere-6175r.html,Farm Tractors,For sale / Offers,31084478,John Deere,6175R,Used - very good condition,175,,N/A,N/A,N/A,,"122,000
                            
                                    122,000 ££ ",122000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44971593/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,540/65R30 650/65R42,N/A,N/A,N/A,,"67,950
                            
                                    67,950 ££ ",67950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44736807/john-deere-6155r.html,Farm Tractors,For sale / Offers,41045094,John Deere,6155R,Used - Not indicated,0,,N/A,N/A,N/A,,"114,000
                            
                                    114,000 ££ ",114000,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/45264038/john-deere-6100m.html,Farm Tractors,For sale / Offers,,John Deere,6100M,Used - Not indicated,100,460/85R38 420/85R24 Agricultural Tyres,N/A,N/A,N/A,,"54,950
                            
                                    54,950 ££ ",54950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45262644/john-deere-8400r.html,Farm Tractors,For sale / Offers,51100592,John Deere,8400R,Used - good condition,400,,N/A,N/A,N/A,,"145,000
                            
                                    145,000 ££ ",145000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45374224/john-deere-6r-250.html,Farm Tractors,For sale / Offers,,John Deere,6R 250,Used - Not indicated,250,710/70R42 600/70R30,N/A,N/A,N/A,,"159,950
                            
                                    159,950 ££ ",159950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44757375/john-deere-7230r.html,Farm Tractors,For sale / Offers,,John Deere,7230R,Used - Not indicated,230,480/70R34 520/85R46,N/A,N/A,N/A,,"69,950
                            
                                    69,950 ££ ",69950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44672960/fendt-728-profi-plus.html,Farm Tractors,For sale / Offers,21013712,Fendt,728 Profi Plus,Used - Not indicated,,,N/A,N/A,N/A,,"  ",,,,Crawford Group,"Mr.
                Dave Redford",490aa01b33b8485eb411bb3c7804f52KCs0NCkgMDc5NzAyNDgxMTY=,
https://www.agriaffaires.co.uk/used/farm-tractor/44911415/john-deere-6r155.html,Farm Tractors,For sale / Offers,B1025717,John Deere,6R155,Used - very good condition,155,,N/A,N/A,N/A,,"120,000
                            
                                    120,000 ££ ",120000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45080556/john-deere-6155r.html,Farm Tractors,For sale / Offers,11045059,John Deere,6155R,Used - Not indicated,0,,N/A,N/A,N/A,,"119,950
                            
                                    119,950 ££ ",119950,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/45064812/john-deere-8530.html,Farm Tractors,For sale / Offers,,John Deere,8530,Used - good condition,,600/70R30,80%,80%,N/A,,"59,950
                            
                                    59,950 ££ ",59950,GBP,,G.M. STEPHENSON,"United Kingdom, Yorkshire and the Humber",d65312d189379444e3624fdbbcf4a7bKCs0NCkgMTcyMzg5MTQ4Nw==,
